date,pure_gold_24k,std_gold_22k
05/June/2013,2727.00,2550.00
06/June/2013,2784.00,2603.00
07/June/2013,2812.50,2630.00
08/June/2013,2769.00,2589.00
10/June/2013,2789.00,2608.00
11/June/2013,2792.50,2611.00
12/June/2013,2789.50,2608.00
13/June/2013,2817.50,2634.00
14/June/2013,2775.00,2595.00
15/June/2013,2799.00,2617.00
17/June/2013,2796.50,2615.00
18/June/2013,2821.50,2638.00
19/June/2013,2809.00,2626.00
20/June/2013,2742.00,2564.00
21/June/2013,2712.00,2536.00
22/June/2013,2730.00,2553.00
24/June/2013,2709.50,2533.00
25/June/2013,2702.00,2526.00
26/June/2013,2628.00,2457.00
27/June/2013,2642.00,2470.00
28/June/2013,2544.00,2379.00
29/June/2013,2606.00,2437.00
01/July/2013,2605.00,2436.00
02/July/2013,2649.50,2477.00
03/July/2013,2645.00,2473.00
04/July/2013,2646.50,2474.00
05/July/2013,2624.50,2454.00
06/July/2013,2628.50,2458.00
08/July/2013,2622.50,2452.00
09/July/2013,2641.50,2470.00
10/July/2013,2643.50,2472.00
11/July/2013,2689.50,2515.00
12/July/2013,2680.00,2506.00
13/July/2013,2683.50,2509.00
15/July/2013,2686.50,2512.00
16/July/2013,2671.50,2498.00
17/July/2013,2682.00,2508.00
18/July/2013,2675.50,2502.00
19/July/2013,2690.50,2516.00
20/July/2013,2694.50,2519.00
22/July/2013,2735.00,2557.00
23/July/2013,2775.00,2595.00
24/July/2013,2773.00,2593.00
25/July/2013,2745.00,2567.00
26/July/2013,2790.50,2609.00
27/July/2013,2805.50,2623.00
29/July/2013,2817.50,2634.00
30/July/2013,2842.00,2657.00
31/July/2013,2878.00,2691.00
01/August/2013,2840.50,2656.00
02/August/2013,2796.00,2614.00
03/August/2013,2845.00,2660.00
05/August/2013,2822.00,2639.00
06/August/2013,2827.00,2643.00
07/August/2013,2799.50,2618.00
08/August/2013,2824.00,2640.00
09/August/2013,2848.00,2663.00
10/August/2013,2865.00,2679.00
12/August/2013,2898.00,2710.00
13/August/2013,2981.00,2787.00
14/August/2013,2969.50,2776.00
16/August/2013,3081.00,2881.00
17/August/2013,3150.50,2946.00
19/August/2013,3142.50,2938.00
20/August/2013,3135.00,2931.00
21/August/2013,3182.00,2975.00
22/August/2013,3173.00,2967.00
23/August/2013,3202.00,2994.00
24/August/2013,3260.00,3048.00
26/August/2013,3256.50,3045.00
27/August/2013,3103.00,2901.00
28/August/2013,3178.00,2971.00
29/August/2013,3104.50,2903.00
30/August/2013,3019.50,2823.00
31/August/2013,3039.50,2842.00
02/September/2013,3029.00,2832.00
03/September/2013,3064.00,2865.00
04/September/2013,3017.50,2821.00
05/September/2013,3030.50,2834.00
06/September/2013,2997.50,2803.00
07/September/2013,3031.00,2834.00
09/September/2013,3031.00,2834.00
10/September/2013,3025.50,2829.00
11/September/2013,3017.00,2821.00
12/September/2013,3012.00,2816.00
13/September/2013,3019.50,2823.00
14/September/2013,3032.00,2835.00
16/September/2013,2980.00,2786.00
17/September/2013,2999.00,2804.00
18/September/2013,2972.50,2779.00
19/September/2013,3039.00,2841.00
20/September/2013,3036.50,2839.00
21/September/2013,3017.00,2821.00
23/September/2013,2998.00,2803.00
24/September/2013,2969.50,2776.00
25/September/2013,2979.50,2786.00
26/September/2013,2979.50,2786.00
27/September/2013,2967.50,2775.00
28/September/2013,3023.00,2827.00
30/September/2013,2983.00,2789.00
01/October/2013,2973.50,2780.00
02/October/2013,2973.50,2780.00
03/October/2013,2938.00,2747.00
04/October/2013,2958.50,2766.00
05/October/2013,2948.50,2757.00
07/October/2013,2966.00,2773.00
08/October/2013,2995.00,2800.00
09/October/2013,2995.00,2800.00
10/October/2013,3011.00,2815.00
11/October/2013,2992.50,2798.00
12/October/2013,2994.50,2800.00
14/October/2013,3018.00,2822.00
15/October/2013,3019.50,2823.00
16/October/2013,3050.50,2852.00
17/October/2013,3101.00,2899.00
18/October/2013,3117.00,2914.00
19/October/2013,3107.00,2905.00
21/October/2013,3126.50,2923.00
22/October/2013,3153.50,2949.00
23/October/2013,3186.00,2979.00
24/October/2013,3176.00,2970.00
25/October/2013,3089.00,2917.00
26/October/2013,3089.00,2917.00
28/October/2013,3081.00,2910.00
29/October/2013,3079.00,2908.00
30/October/2013,3079.00,2908.00
31/October/2013,3049.50,2880.00
01/November/2013,3029.50,2861.00
04/November/2013,3019.50,2851.00
05/November/2013,3012.50,2845.00
06/November/2013,3024.50,2856.00
07/November/2013,3032.50,2863.00
08/November/2013,3029.50,2861.00
09/November/2013,3026.50,2858.00
11/November/2013,3032.50,2863.00
12/November/2013,3054.00,2884.00
13/November/2013,3069.00,2899.00
14/November/2013,3089.00,2917.00
15/November/2013,3089.00,2917.00
16/November/2013,3089.00,2917.00
18/November/2013,3079.00,2908.00
19/November/2013,3059.00,2889.00
20/November/2013,3072.00,2901.00
21/November/2013,3056.00,2886.00
22/November/2013,3064.00,2894.00
23/November/2013,3054.00,2884.00
25/November/2013,3044.50,2875.00
26/November/2013,3054.00,2884.00
27/November/2013,3048.50,2879.00
28/November/2013,3039.50,2870.00
29/November/2013,3036.50,2867.00
30/November/2013,3034.50,2865.00
02/December/2013,3021.50,2853.00
03/December/2013,3007.00,2840.00
04/December/2013,3000.00,2833.00
05/December/2013,3011.50,2844.00
06/December/2013,2998.00,2831.00
07/December/2013,2999.00,2832.00
09/December/2013,2983.00,2817.00
10/December/2013,2987.00,2821.00
11/December/2013,2996.00,2829.00
12/December/2013,2992.00,2826.00
13/December/2013,2979.00,2813.00
14/December/2013,2988.00,2822.00
16/December/2013,2977.00,2812.00
17/December/2013,2974.00,2809.00
18/December/2013,2990.00,2805.00
19/December/2013,2975.00,2782.00
20/December/2013,2970.00,2776.00
21/December/2013,2977.00,2784.00
23/December/2013,2975.00,2782.00
24/December/2013,2975.00,2782.00
25/December/2013,2979.00,2786.00
26/December/2013,2979.00,2786.00
27/December/2013,2975.00,2782.00
28/December/2013,2980.00,2787.00
30/December/2013,2970.00,2776.00
31/December/2013,2953.00,2760.00
01/January/2014,2951.00,2759.00
02/January/2014,2965.00,2772.00
03/January/2014,2975.00,2782.00
04/January/2014,2975.00,2782.00
06/January/2014,2971.00,2778.00
07/January/2014,2972.00,2779.00
08/January/2014,2966.00,2773.00
09/January/2014,2963.00,2770.00
10/January/2014,2965.00,2772.00
11/January/2014,2971.00,2778.00
13/January/2014,2975.00,2782.00
14/January/2014,2957.50,2765.00
15/January/2014,2946.50,2755.00
16/January/2014,2972.00,2779.00
17/January/2014,2972.00,2779.00
18/January/2014,2990.00,2796.00
20/January/2014,2998.00,2803.00
21/January/2014,2997.00,2802.00
22/January/2014,2993.00,2798.00
23/January/2014,2987.00,2793.00
24/January/2014,2995.00,2800.00
25/January/2014,3008.00,2812.00
27/January/2014,3013.00,2817.00
28/January/2014,2998.00,2803.00
29/January/2014,2993.00,2798.00
30/January/2014,3000.00,2805.00
31/January/2014,2990.00,2796.00
01/February/2014,2995.00,2800.00
03/February/2014,2997.00,2802.00
04/February/2014,3000.00,2805.00
05/February/2014,3002.00,2807.00
06/February/2014,3005.00,2810.00
07/February/2014,3010.00,2814.00
08/February/2014,3015.00,2819.00
10/February/2014,3017.00,2821.00
11/February/2014,3023.00,2826.00
12/February/2014,3027.00,2830.00
13/February/2014,3036.00,2839.00
14/February/2014,3059.00,2860.00
15/February/2014,3062.00,2862.00
17/February/2014,3085.00,2885.00
18/February/2014,3085.00,2884.00
19/February/2014,3078.00,2877.00
20/February/2014,3087.00,2886.00
21/February/2014,3071.00,2871.00
22/February/2014,3070.00,2870.00
24/February/2014,3075.00,2875.00
25/February/2014,3077.00,2876.00
26/February/2014,3078.00,2877.00
27/February/2014,3065.00,2865.00
28/February/2014,3080.00,2880.00
01/March/2014,3068.00,2868.00
03/March/2014,3084.00,2884.00
04/March/2014,3074.00,2874.00
05/March/2014,3068.00,2868.00
06/March/2014,3040.00,2842.00
07/March/2014,3046.00,2847.00
08/March/2014,3045.00,2847.00
10/March/2014,3034.50,2837.00
11/March/2014,3032.00,2835.00
12/March/2014,3040.00,2842.00
13/March/2014,3037.00,2840.00
14/March/2014,3037.00,2840.00
15/March/2014,3037.00,2840.00
17/March/2014,3047.00,2848.00
18/March/2014,3029.00,2836.00
19/March/2014,3024.00,2827.00
20/March/2014,2997.00,2802.00
21/March/2014,2997.00,2802.00
22/March/2014,2996.00,2801.00
24/March/2014,2975.00,2782.00
25/March/2014,2940.00,2749.00
26/March/2014,2926.00,2736.00
27/March/2014,2881.00,2694.00
28/March/2014,2885.00,2698.00
29/March/2014,2887.00,2700.00
31/March/2014,2889.00,2702.00
01/April/2014,2884.00,2697.00
02/April/2014,2875.00,2688.00
03/April/2014,2904.00,2715.00
04/April/2014,2915.00,2725.00
05/April/2014,2929.00,2738.00
07/April/2014,2929.00,2738.00
08/April/2014,2940.00,2749.00
09/April/2014,2952.00,2760.00
10/April/2014,2969.00,2775.00
11/April/2014,2971.00,2778.00
12/April/2014,2980.00,2787.00
14/April/2014,3005.00,2810.00
15/April/2014,2994.00,2799.00
16/April/2014,2986.00,2792.00
17/April/2014,2996.00,2801.00
18/April/2014,2994.00,2799.00
19/April/2014,2997.00,2802.00
21/April/2014,2993.00,2798.00
22/April/2014,3004.00,2809.00
23/April/2014,3011.00,2815.00
24/April/2014,3011.00,2815.00
25/April/2014,3011.50,2816.00
26/April/2014,3019.50,2823.00
28/April/2014,3016.50,2820.00
29/April/2014,3005.00,2810.00
30/April/2014,3005.00,2810.00
01/May/2014,3010.00,2814.00
02/May/2014,2995.00,2800.00
03/May/2014,3014.50,2819.00
05/May/2014,3019.50,2823.00
06/May/2014,3017.50,2821.00
07/May/2014,3019.50,2823.00
08/May/2014,2995.00,2800.00
09/May/2014,2998.00,2803.00
10/May/2014,2996.00,2801.00
12/May/2014,2985.00,2791.00
13/May/2014,2990.00,2796.00
14/May/2014,2985.00,2791.00
15/May/2014,2988.00,2794.00
16/May/2014,2950.50,2759.00
17/May/2014,2935.50,2745.00
19/May/2014,2930.50,2740.00
20/May/2014,2915.50,2726.00
21/May/2014,2911.00,2722.00
22/May/2014,2831.00,2647.00
23/May/2014,2826.00,2642.00
24/May/2014,2828.50,2645.00
26/May/2014,2830.00,2646.00
27/May/2014,2832.00,2648.00
28/May/2014,2790.00,2609.00
29/May/2014,2768.00,2588.00
30/May/2014,2760.00,2581.00
31/May/2014,2758.00,2579.00
02/June/2014,2755.00,2576.00
03/June/2014,2741.00,2563.00
04/June/2014,2733.00,2555.00
05/June/2014,2715.00,2539.00
06/June/2014,2725.00,2548.00
07/June/2014,2715.00,2539.00
09/June/2014,2712.00,2536.00
10/June/2014,2714.00,2538.00
11/June/2014,2723.00,2546.00
12/June/2014,2722.00,2545.00
13/June/2014,2761.00,2582.00
14/June/2014,2774.00,2594.00
16/June/2014,2810.00,2627.00
17/June/2014,2776.00,2596.00
18/June/2014,2791.00,2610.00
19/June/2014,2798.00,2616.00
20/June/2014,2853.00,2668.00
21/June/2014,2867.00,2686.00
23/June/2014,2867.00,2681.00
24/June/2014,2876.00,2689.00
25/June/2014,2854.00,2668.00
26/June/2014,2854.00,2668.00
27/June/2014,2854.00,2668.00
28/June/2014,2855.00,2669.00
30/June/2014,2845.00,2660.00
01/July/2014,2875.00,2688.00
02/July/2014,2851.00,2666.00
03/July/2014,2837.00,2653.00
04/July/2014,2840.00,2655.00
05/July/2014,2843.00,2658.00
07/July/2014,2826.00,2642.00
08/July/2014,2830.00,2646.00
09/July/2014,2845.00,2660.00
10/July/2014,2904.00,2715.00
11/July/2014,2900.00,2712.00
12/July/2014,2902.00,2713.00
14/July/2014,2877.00,2690.00
15/July/2014,2856.00,2670.00
16/July/2014,2824.00,2640.00
17/July/2014,2836.00,2652.00
18/July/2014,2855.00,2669.00
19/July/2014,2855.00,2669.00
21/July/2014,2856.00,2670.00
22/July/2014,2840.00,2655.00
23/July/2014,2843.00,2658.00
24/July/2014,2825.00,2641.00
25/July/2014,2814.00,2631.00
26/July/2014,2835.00,2651.00
28/July/2014,2833.00,2649.00
29/July/2014,2838.00,2654.00
30/July/2014,2827.00,2643.00
31/July/2014,2834.00,2650.00
01/August/2014,2841.00,2656.00
02/August/2014,2853.00,2668.00
04/August/2014,2855.00,2669.00
05/August/2014,2840.00,2655.00
06/August/2014,2861.00,2675.00
07/August/2014,2887.00,2699.00
08/August/2014,2917.00,2727.00
09/August/2014,2892.00,2704.00
11/August/2014,2893.00,2705.00
12/August/2014,2899.00,2711.00
13/August/2014,2901.00,2712.00
14/August/2014,2895.00,2707.00
16/August/2014,2880.00,2693.00
18/August/2014,2871.00,2684.00
19/August/2014,2862.00,2676.00
20/August/2014,2851.00,2666.00
21/August/2014,2827.00,2643.00
22/August/2014,2811.00,2628.00
23/August/2014,2809.00,2626.00
25/August/2014,2803.00,2621.00
26/August/2014,2823.00,2640.00
27/August/2014,2815.00,2632.00
28/August/2014,2827.00,2643.00
29/August/2014,2835.00,2651.00
30/August/2014,2829.00,2645.00
01/September/2014,2821.00,2638.00
02/September/2014,2804.00,2622.00
03/September/2014,2777.00,2596.00
04/September/2014,2785.00,2604.00
05/September/2014,2771.00,2591.00
06/September/2014,2771.00,2591.00
08/September/2014,2770.00,2590.00
09/September/2014,2761.00,2582.00
10/September/2014,2769.00,2589.00
11/September/2014,2749.00,2570.00
12/September/2014,2730.00,2553.00
13/September/2014,2729.00,2552.00
15/September/2014,2737.00,2559.00
16/September/2014,2743.00,2565.00
17/September/2014,2728.00,2551.00
18/September/2014,2700.00,2525.00
19/September/2014,2693.00,2518.00
20/September/2014,2686.00,2511.00
22/September/2014,2679.00,2505.00
23/September/2014,2703.00,2527.00
24/September/2014,2702.00,2526.00
25/September/2014,2692.00,2517.00
26/September/2014,2719.00,2542.00
27/September/2014,2717.00,2540.00
29/September/2014,2728.00,2551.00
30/September/2014,2719.00,2542.00
01/October/2014,2722.00,2545.00
02/October/2014,2738.00,2560.00
03/October/2014,2727.00,2550.00
04/October/2014,2692.00,2517.00
06/October/2014,2696.00,2521.00
07/October/2014,2713.00,2537.00
08/October/2014,2732.00,2554.00
09/October/2014,2727.00,2550.00
10/October/2014,2729.00,2552.00
11/October/2014,2733.00,2555.00
13/October/2014,2741.00,2563.00
14/October/2014,2748.00,2569.00
15/October/2014,2744.00,2566.00
16/October/2014,2778.00,2597.00
17/October/2014,2769.00,2589.00
18/October/2014,2757.00,2578.00
20/October/2014,2763.00,2583.00
21/October/2014,2784.00,2603.00
22/October/2014,2771.00,2591.00
23/October/2014,2767.00,2587.00
24/October/2014,2746.00,2568.00
25/October/2014,2747.00,2568.00
27/October/2014,2742.00,2564.00
28/October/2014,2740.00,2562.00
29/October/2014,2739.00,2561.00
30/October/2014,2697.00,2522.00
31/October/2014,2634.00,2463.00
01/November/2014,2642.00,2470.00
03/November/2014,2630.00,2459.00
04/November/2014,2628.00,2457.00
05/November/2014,2590.00,2422.00
06/November/2014,2591.00,2423.00
07/November/2014,2592.00,2424.00
08/November/2014,2640.00,2468.00
09/November/2014,2640.00,2468.00
10/November/2014,2636.00,2465.00
11/November/2014,2602.00,2433.00
12/November/2014,2622.00,2452.00
13/November/2014,2617.00,2447.00
14/November/2014,2608.00,2438.00
15/November/2014,2683.00,2509.00
17/November/2014,2665.00,2492.00
18/November/2014,2690.00,2515.00
19/November/2014,2698.00,2523.00
20/November/2014,2676.00,2502.00
21/November/2014,2670.00,2496.00
22/November/2014,2678.00,2504.00
24/November/2014,2686.00,2511.00
25/November/2014,2682.00,2508.00
26/November/2014,2672.00,2498.00
27/November/2014,2669.00,2496.00
28/November/2014,2652.00,2457.00
29/November/2014,2635.00,2419.00
01/December/2014,2656.00,2436.00
02/December/2014,2678.00,2456.00
03/December/2014,2694.00,2470.00
04/December/2014,2681.00,2458.00
05/December/2014,2678.00,2456.00
06/December/2014,2664.00,2443.00
08/December/2014,2664.00,2443.00
09/December/2014,2686.00,2463.00
10/December/2014,2739.00,2512.00
11/December/2014,2724.00,2498.00
12/December/2014,2735.00,2508.00
13/December/2014,2735.00,2508.00
15/December/2014,2729.00,2552.00
16/December/2014,2726.00,2549.00
17/December/2014,2731.00,2553.00
18/December/2014,2720.00,2543.00
19/December/2014,2715.00,2539.00
20/December/2014,2725.00,2548.00
21/December/2014,2725.00,2548.00
22/December/2014,2720.00,2543.00
23/December/2014,2693.00,2518.00
24/December/2014,2689.00,2514.00
25/December/2014,2689.00,2514.00
26/December/2014,2711.00,2535.00
27/December/2014,2732.00,2554.00
29/December/2014,2732.00,2554.00
30/December/2014,2718.00,2541.00
31/December/2014,2718.00,2541.00
01/January/2015,2699.00,2524.00
02/January/2015,2698.00,2523.00
03/January/2015,2714.00,2538.00
05/January/2015,2721.00,2544.00
06/January/2015,2764.00,2584.00
07/January/2015,2769.00,2589.00
08/January/2015,2724.00,2547.00
09/January/2015,2714.00,2538.00
10/January/2015,2732.00,2554.00
12/January/2015,2740.00,2562.00
13/January/2015,2762.00,2582.00
14/January/2015,2742.00,2564.00
15/January/2015,2742.00,2564.00
16/January/2015,2795.00,2613.00
17/January/2015,2806.00,2624.00
19/January/2015,2815.00,2632.00
20/January/2015,2848.00,2663.00
21/January/2015,2864.00,2678.00
22/January/2015,2848.00,2663.00
23/January/2015,2851.00,2666.00
24/January/2015,2845.00,2660.00
26/January/2015,2845.00,2660.00
27/January/2015,2824.00,2640.00
28/January/2015,2845.00,2660.00
29/January/2015,2822.00,2639.00
30/January/2015,2816.00,2633.00
31/January/2015,2850.00,2665.00
02/February/2015,2836.00,2652.00
03/February/2015,2840.00,2655.00
04/February/2015,2801.00,2619.00
05/February/2015,2814.00,2631.00
06/February/2015,2816.00,2633.00
07/February/2015,2764.00,2584.00
09/February/2015,2773.00,2593.00
10/February/2015,2772.00,2592.00
11/February/2015,2771.00,2591.00
12/February/2015,2757.00,2578.00
13/February/2015,2758.00,2579.00
14/February/2015,2760.00,2581.00
16/February/2015,2762.00,2582.00
17/February/2015,2754.00,2575.00
18/February/2015,2714.00,2538.00
19/February/2015,2720.00,2543.00
20/February/2015,2702.00,2526.00
21/February/2015,2711.00,2535.00
23/February/2015,2684.00,2510.00
24/February/2015,2692.00,2517.00
25/February/2015,2707.00,2531.00
26/February/2015,2712.00,2536.00
27/February/2015,2691.00,2516.00
28/February/2015,2708.00,2532.00
02/March/2015,2715.00,2539.00
03/March/2015,2694.00,2519.00
04/March/2015,2691.00,2516.00
05/March/2015,2695.00,2520.00
06/March/2015,2695.00,2520.00
07/March/2015,2655.00,2492.00
09/March/2015,2651.00,2479.00
10/March/2015,2627.00,2456.00
11/March/2015,2636.00,2465.00
12/March/2015,2620.00,2450.00
13/March/2015,2625.00,2464.00
14/March/2015,2631.00,2470.00
16/March/2015,2624.00,2463.00
17/March/2015,2610.00,2450.00
18/March/2015,2594.00,2435.00
19/March/2015,2627.00,2466.00
20/March/2015,2633.00,2472.00
21/March/2015,2653.00,2491.00
23/March/2015,2646.00,2484.00
24/March/2015,2658.00,2485.00
25/March/2015,2665.00,2492.00
26/March/2015,2719.00,2542.00
27/March/2015,2691.00,2516.00
28/March/2015,2689.00,2514.00
30/March/2015,2668.00,2495.00
31/March/2015,2654.00,2481.00
01/April/2015,2654.00,2481.00
02/April/2015,2694.00,2519.00
03/April/2015,2685.00,2510.00
04/April/2015,2688.00,2513.00
06/April/2015,2728.00,2551.00
07/April/2015,2712.00,2536.00
08/April/2015,2708.00,2532.00
09/April/2015,2681.00,2507.00
10/April/2015,2692.00,2517.00
11/April/2015,2706.00,2530.00
13/April/2015,2694.00,2519.00
14/April/2015,2695.00,2520.00
15/April/2015,2682.00,2508.00
16/April/2015,2700.00,2525.00
17/April/2015,2699.00,2524.00
18/April/2015,2704.00,2528.00
19/April/2015,2704.00,2528.00
20/April/2015,2720.00,2543.00
21/April/2015,2702.00,2526.00
22/April/2015,2719.00,2542.00
23/April/2015,2699.00,2524.00
24/April/2015,2721.00,2544.00
25/April/2015,2698.00,2523.00
26/April/2015,2698.00,2523.00
27/April/2015,2704.00,2528.00
28/April/2015,2731.00,2553.00
29/April/2015,2737.00,2559.00
30/April/2015,2747.00,2568.00
01/May/2015,2700.00,2525.00
02/May/2015,2697.00,2522.00
03/May/2015,2697.00,2522.00
04/May/2015,2709.00,2533.00
05/May/2015,2714.00,2538.00
06/May/2015,2724.00,2547.00
07/May/2015,2724.00,2547.00
08/May/2015,2721.00,2544.00
09/May/2015,2735.00,2557.00
10/May/2015,2735.00,2557.00
11/May/2015,2728.00,2551.00
12/May/2015,2735.00,2557.00
13/May/2015,2751.00,2572.00
14/May/2015,2784.00,2603.00
15/May/2015,2777.00,2596.00
16/May/2015,2781.00,2600.00
17/May/2015,2781.00,2600.00
18/May/2015,2801.00,2619.00
19/May/2015,2782.00,2601.00
20/May/2015,2764.00,2584.00
21/May/2015,2762.00,2582.00
22/May/2015,2764.00,2584.00
23/May/2015,2751.00,2572.00
24/May/2015,2751.00,2572.00
25/May/2015,2752.00,2573.00
26/May/2015,2748.00,2569.00
27/May/2015,2737.00,2559.00
28/May/2015,2728.00,2551.00
29/May/2015,2729.00,2552.00
30/May/2015,2729.00,2552.00
31/May/2015,2729.00,2552.00
01/June/2015,2721.00,2544.00
02/June/2015,2729.00,2552.00
03/June/2015,2737.00,2559.00
04/June/2015,2727.00,2550.00
05/June/2015,2699.00,2524.00
06/June/2015,2696.00,2521.00
07/June/2015,2696.00,2521.00
08/June/2015,2701.00,2525.00
09/June/2015,2710.00,2534.00
10/June/2015,2710.00,2534.00
11/June/2015,2716.00,2539.00
12/June/2015,2715.00,2539.00
13/June/2015,2713.00,2537.00
14/June/2015,2713.00,2537.00
15/June/2015,2707.00,2531.00
16/June/2015,2725.00,2548.00
17/June/2015,2713.00,2537.00
18/June/2015,2733.00,2555.00
19/June/2015,2731.00,2554.00
20/June/2015,2733.00,2555.00
21/June/2015,2733.00,2555.00
22/June/2015,2717.00,2540.00
23/June/2015,2698.00,2523.00
24/June/2015,2678.00,2504.00
25/June/2015,2674.00,2500.00
26/June/2015,2673.00,2499.00
27/June/2015,2675.00,2501.00
28/June/2015,2675.00,2501.00
29/June/2015,2694.00,2519.00
30/June/2015,2683.00,2509.00
01/July/2015,2673.00,2499.00
02/July/2015,2651.00,2479.00
03/July/2015,2655.00,2482.00
04/July/2015,2661.00,2488.00
06/July/2015,2649.00,2477.00
07/July/2015,2649.00,2477.00
08/July/2015,2629.00,2458.00
09/July/2015,2648.00,2476.00
10/July/2015,2638.00,2467.00
11/July/2015,2636.00,2465.00
12/July/2015,2636.00,2465.00
13/July/2015,2631.00,2460.00
14/July/2015,2628.00,2457.00
15/July/2015,2629.00,2458.00
16/July/2015,2620.00,2450.00
17/July/2015,2611.00,2441.00
18/July/2015,2603.00,2434.00
19/July/2015,2603.00,2434.00
20/July/2015,2569.00,2402.00
21/July/2015,2551.00,2385.00
22/July/2015,2522.00,2358.00
23/July/2015,2545.00,2380.00
24/July/2015,2507.00,2344.00
25/July/2015,2542.00,2377.00
26/July/2015,2542.00,2377.00
27/July/2015,2543.00,2378.00
28/July/2015,2524.00,2360.00
29/July/2015,2524.00,2360.00
30/July/2015,2524.00,2360.00
31/July/2015,2506.00,2356.00
01/August/2015,2529.00,2377.00
02/August/2015,2529.00,2377.00
03/August/2015,2518.00,2367.00
04/August/2015,2506.00,2356.00
05/August/2015,2499.00,2349.00
06/August/2015,2494.00,2344.00
07/August/2015,2511.00,2360.00
08/August/2015,2515.00,2364.00
09/August/2015,2515.00,2364.00
10/August/2015,2515.00,2364.00
11/August/2015,2568.00,2414.00
12/August/2015,2603.00,2447.00
13/August/2015,2607.00,2451.00
14/August/2015,2604.00,2448.00
15/August/2015,2604.00,2448.00
16/August/2015,2604.00,2448.00
17/August/2015,2618.00,2461.00
18/August/2015,2629.00,2471.00
19/August/2015,2626.00,2468.00
20/August/2015,2668.00,2508.00
21/August/2015,2707.00,2545.00
22/August/2015,2744.00,2566.00
23/August/2015,2744.00,2566.00
24/August/2015,2756.00,2577.00
25/August/2015,2719.00,2542.00
26/August/2015,2694.00,2519.00
27/August/2015,2655.00,2482.00
28/August/2015,2668.00,2495.00
29/August/2015,2685.00,2510.00
31/August/2015,2688.00,2513.00
01/September/2015,2711.00,2535.00
02/September/2015,2703.00,2527.00
03/September/2015,2679.00,2505.00
04/September/2015,2676.00,2503.00
05/September/2015,2678.00,2504.00
07/September/2015,2682.00,2508.00
08/September/2015,2671.00,2497.00
09/September/2015,2663.00,2490.00
10/September/2015,2636.00,2465.00
11/September/2015,2639.00,2467.00
12/September/2015,2627.00,2456.00
13/September/2015,2627.00,2456.00
14/September/2015,2633.00,2462.00
15/September/2015,2629.00,2458.00
16/September/2015,2632.00,2461.00
17/September/2015,2658.00,2485.00
18/September/2015,2670.00,2496.00
19/September/2015,2672.00,2498.00
20/September/2015,2672.00,2498.00
21/September/2015,2672.00,2498.00
22/September/2015,2665.00,2492.00
23/September/2015,2652.00,2480.00
24/September/2015,2675.00,2501.00
25/September/2015,2708.00,2532.00
26/September/2015,2702.00,2526.00
27/September/2015,2702.00,2526.00
28/September/2015,2685.00,2510.00
29/September/2015,2652.00,2480.00
30/September/2015,2640.00,2468.00
01/October/2015,2622.00,2452.00
02/October/2015,2624.00,2453.00
03/October/2015,2666.00,2493.00
04/October/2015,2666.00,2493.00
05/October/2015,2657.00,2484.00
06/October/2015,2662.00,2489.00
07/October/2015,2676.00,2502.00
08/October/2015,2663.00,2490.00
09/October/2015,2673.00,2499.00
10/October/2015,2675.00,2501.00
11/October/2015,2675.00,2501.00
12/October/2015,2702.00,2526.00
13/October/2015,2686.00,2511.00
14/October/2015,2725.00,2548.00
15/October/2015,2734.00,2556.00
16/October/2015,2724.00,2547.00
17/October/2015,2731.00,2553.00
18/October/2015,2731.00,2553.00
19/October/2015,2713.00,2537.00
20/October/2015,2721.00,2544.00
21/October/2015,2732.00,2554.00
22/October/2015,2711.00,2535.00
23/October/2015,2721.00,2544.00
24/October/2015,2702.00,2526.00
25/October/2015,2702.00,2526.00
26/October/2015,2704.00,2528.00
27/October/2015,2707.00,2531.00
28/October/2015,2724.00,2547.00
29/October/2015,2708.00,2532.00
30/October/2015,2685.00,2510.00
31/October/2015,2676.00,2502.00
01/November/2015,2676.00,2502.00
02/November/2015,2682.00,2508.00
03/November/2015,2661.00,2488.00
04/November/2015,2636.00,2465.00
05/November/2015,2624.00,2453.00
06/November/2015,2626.00,2455.00
07/November/2015,2608.00,2438.00
08/November/2015,2608.00,2438.00
09/November/2015,2626.00,2455.00
10/November/2015,2626.00,2455.00
11/November/2015,2609.00,2439.00
12/November/2015,2595.00,2426.00
13/November/2015,2584.00,2416.00
14/November/2015,2584.00,2416.00
15/November/2015,2584.00,2416.00
16/November/2015,2593.00,2424.00
17/November/2015,2570.00,2403.00
18/November/2015,2557.00,2391.00
19/November/2015,2563.00,2396.00
20/November/2015,2581.00,2413.00
21/November/2015,2571.00,2404.00
22/November/2015,2571.00,2404.00
23/November/2015,2564.00,2397.00
24/November/2015,2572.00,2405.00
25/November/2015,2573.00,2406.00
26/November/2015,2573.00,2406.00
27/November/2015,2569.00,2402.00
28/November/2015,2554.00,2388.00
29/November/2015,2554.00,2388.00
30/November/2015,2544.00,2379.00
01/December/2015,2565.00,2398.00
02/December/2015,2561.00,2395.00
03/December/2015,2521.00,2357.00
04/December/2015,2545.00,2380.00
05/December/2015,2598.00,2429.00
06/December/2015,2598.00,2429.00
07/December/2015,2593.00,2424.00
08/December/2015,2572.00,2405.00
09/December/2015,2581.00,2413.00
10/December/2015,2573.00,2406.00
11/December/2015,2562.00,2395.00
12/December/2015,2593.00,2424.00
13/December/2015,2593.00,2424.00
14/December/2015,2570.00,2403.00
