date,pure_gold_24k,std_gold_22k
23/March/2018,3086.00,2939.00
24/March/2018,3105.00,2957.00
25/March/2018,3105.00,2957.00
26/March/2018,3094.00,2947.00
27/March/2018,3095.00,2947.00
28/March/2018,3084.00,2937.00
29/March/2018,3067.00,2921.00
30/March/2018,3066.00,2920.00
31/March/2018,3072.00,2926.00
01/April/2018,3072.00,2926.00
02/April/2018,3071.00,2925.00
03/April/2018,3085.00,2938.00
04/April/2018,3099.00,2952.00
05/April/2018,3065.00,2918.00
06/April/2018,3058.00,2912.00
07/April/2018,3075.00,2929.00
08/April/2018,3075.00,2929.00
09/April/2018,3070.00,2924.00
10/April/2018,3080.00,2934.00
11/April/2018,3107.00,2959.00
12/April/2018,3120.00,2971.00
13/April/2018,3108.00,2960.00
14/April/2018,3140.00,2992.00
15/April/2018,3140.00,2992.00
16/April/2018,3124.00,2975.00
17/April/2018,3127.00,2978.00
18/April/2018,3142.00,2992.00
19/April/2018,3155.00,3005.00
20/April/2018,3147.00,2995.00
21/April/2018,3151.00,3001.00
22/April/2018,3151.00,3001.00
23/April/2018,3137.00,2988.00
24/April/2018,3131.00,2982.00
25/April/2018,3147.00,2998.00
26/April/2018,3140.00,2990.00
27/April/2018,3129.00,2980.00
28/April/2018,3140.00,2990.00
29/April/2018,3140.00,2990.00
30/April/2018,3115.00,2966.00
01/May/2018,3114.00,2966.00
02/May/2018,3109.00,2960.00
03/May/2018,3106.00,2958.00
04/May/2018,3113.00,2965.00
05/May/2018,3134.00,2985.00
06/May/2018,3134.00,2985.00
07/May/2018,3134.00,2985.00
08/May/2018,3123.00,2974.00
09/May/2018,3127.00,2978.00
10/May/2018,3139.00,2989.00
11/May/2018,3154.00,3004.00
12/May/2018,3166.00,3015.00
13/May/2018,3166.00,3015.00
14/May/2018,3158.00,3008.00
15/May/2018,3150.00,3000.00
16/May/2018,3117.00,2967.00
17/May/2018,3100.00,2950.00
18/May/2018,3110.00,2962.00
19/May/2018,3124.00,2975.00
20/May/2018,3124.00,2975.00
21/May/2018,3105.00,2957.00
22/May/2018,3123.00,2975.00
23/May/2018,3132.00,2983.00
24/May/2018,3139.00,2990.00
25/May/2018,3135.00,2986.00
26/May/2018,3133.00,2984.00
27/May/2018,3133.00,2984.00
28/May/2018,3104.00,2956.00
29/May/2018,3138.00,2990.00
30/May/2018,3110.00,2962.00
31/May/2018,3118.00,2969.00
01/June/2018,3098.00,2950.00
02/June/2018,3089.00,2942.00
03/June/2018,3089.00,2942.00
04/June/2018,3084.00,2937.00
05/June/2018,3086.00,2939.00
06/June/2018,3088.00,2941.00
07/June/2018,3089.00,2942.00
08/June/2018,3115.00,2967.00
09/June/2018,3118.00,2970.00
10/June/2018,3118.00,2970.00
11/June/2018,3100.00,2952.00
12/June/2018,3100.00,2952.00
13/June/2018,3102.00,2954.00
14/June/2018,3119.00,2970.00
15/June/2018,3125.00,2976.00
16/June/2018,3095.00,2948.00
17/June/2018,3095.00,2948.00
18/June/2018,3092.00,2945.00
19/June/2018,3096.00,2949.00
20/June/2018,3079.00,2932.00
21/June/2018,3061.00,2915.00
22/June/2018,3061.00,2915.00
23/June/2018,3071.00,2925.00
24/June/2018,3071.00,2925.00
25/June/2018,3076.00,2930.00
26/June/2018,3054.00,2908.00
27/June/2018,3070.00,2924.00
28/June/2018,3067.00,2921.00
29/June/2018,3051.00,2906.00
30/June/2018,3059.00,2913.00
01/July/2018,3059.00,2913.00
02/July/2018,3048.00,2903.00
03/July/2018,3040.00,2895.00
04/July/2018,3063.00,2917.00
05/July/2018,3066.00,2920.00
06/July/2018,3071.00,2925.00
07/July/2018,3070.00,2924.00
08/July/2018,3070.00,2924.00
09/July/2018,3073.00,2927.00
10/July/2018,3061.00,2915.00
11/July/2018,3057.00,2911.00
12/July/2018,3037.00,2891.00
13/July/2018,3024.00,2880.00
14/July/2018,3029.00,2885.00
15/July/2018,3029.00,2885.00
16/July/2018,3032.00,2888.00
17/July/2018,3021.00,2877.00
18/July/2018,2987.00,2844.00
19/July/2018,2993.00,2850.00
20/July/2018,2997.00,2854.00
21/July/2018,3018.00,2874.00
22/July/2018,3018.00,2874.00
23/July/2018,3009.00,2865.00
24/July/2018,3006.00,2863.00
25/July/2018,3006.00,2863.00
26/July/2018,3006.00,2863.00
27/July/2018,2988.00,2846.00
28/July/2018,3003.00,2860.00
29/July/2018,3003.00,2860.00
30/July/2018,2989.00,2847.00
31/July/2018,2983.00,2841.00
01/August/2018,2985.00,2843.00
02/August/2018,2974.00,2832.00
03/August/2018,2959.00,2817.00
04/August/2018,2973.00,2831.00
05/August/2018,2973.00,2831.00
06/August/2018,2966.00,2825.00
07/August/2018,2969.00,2828.00
08/August/2018,2963.00,2822.00
09/August/2018,2962.00,2821.00
10/August/2018,2964.00,2823.00
11/August/2018,2984.00,2842.00
12/August/2018,2984.00,2842.00
13/August/2018,2986.00,2844.00
14/August/2018,2968.00,2827.00
15/August/2018,2977.00,2835.00
16/August/2018,2957.00,2817.00
17/August/2018,2944.00,2804.00
18/August/2018,2961.00,2820.00
19/August/2018,2961.00,2820.00
20/August/2018,2952.00,2811.00
21/August/2018,2965.00,2824.00
22/August/2018,2974.00,2832.00
23/August/2018,2968.00,2826.00
24/August/2018,2975.00,2833.00
25/August/2018,3004.00,2861.00
26/August/2018,3004.00,2861.00
27/August/2018,2999.00,2856.00
28/August/2018,3026.00,2882.00
29/August/2018,3015.00,2872.00
30/August/2018,3024.00,2880.00
31/August/2018,3039.00,2894.00
01/September/2018,3029.00,2885.00
02/September/2018,3029.00,2885.00
03/September/2018,3027.00,2883.00
04/September/2018,3034.00,2890.00
05/September/2018,3044.00,2900.00
06/September/2018,3067.00,2923.00
07/September/2018,3056.00,2910.00
08/September/2018,3065.00,2919.00
09/September/2018,3065.00,2919.00
10/September/2018,3063.00,2917.00
11/September/2018,3072.00,2926.00
12/September/2018,3061.00,2915.00
13/September/2018,3068.00,2922.00
14/September/2018,3067.00,2921.00
15/September/2018,3066.00,2920.00
16/September/2018,3066.00,2920.00
17/September/2018,3082.00,2935.00
18/September/2018,3083.00,2936.00
19/September/2018,3097.00,2950.00
20/September/2018,3076.00,2929.00
21/September/2018,3092.00,2945.00
22/September/2018,3077.00,2930.00
23/September/2018,3077.00,2930.00
24/September/2018,3083.00,2936.00
25/September/2018,3090.00,2943.00
26/September/2018,3085.00,2938.00
27/September/2018,3075.00,2929.00
28/September/2018,3049.00,2904.00
29/September/2018,3074.00,2928.00
30/September/2018,3074.00,2928.00
01/October/2018,3061.00,2915.00
02/October/2018,3084.00,2938.00
03/October/2018,3118.00,2972.00
04/October/2018,3123.00,2974.00
05/October/2018,3137.00,2988.00
06/October/2018,3158.00,3008.00
07/October/2018,3158.00,3008.00
08/October/2018,3131.00,2981.00
09/October/2018,3121.00,2972.00
10/October/2018,3116.00,2968.00
11/October/2018,3141.00,2991.00
12/October/2018,3177.00,3026.00
13/October/2018,3176.00,3025.00
14/October/2018,3176.00,3025.00
15/October/2018,3211.00,3058.00
16/October/2018,3196.00,3043.00
17/October/2018,3186.00,3034.00
18/October/2018,3185.00,3033.00
19/October/2018,3194.00,3042.00
20/October/2018,3189.00,3037.00
21/October/2018,3189.00,3037.00
22/October/2018,3172.00,3021.00
23/October/2018,3210.00,3057.00
24/October/2018,3183.00,3031.00
25/October/2018,3187.00,3035.00
26/October/2018,3204.00,3052.00
27/October/2018,3197.00,3045.00
28/October/2018,3197.00,3045.00
29/October/2018,3190.00,3038.00
30/October/2018,3186.00,3035.00
31/October/2018,3180.00,3028.00
01/November/2018,3186.00,3034.00
02/November/2018,3178.00,3026.00
03/November/2018,3191.00,3039.00
04/November/2018,3191.00,3039.00
05/November/2018,3187.00,3035.00
06/November/2018,3197.00,3044.00
07/November/2018,3176.00,3023.00
08/November/2018,3156.00,3003.00
09/November/2018,3156.00,3003.00
10/November/2018,3138.00,2985.00
11/November/2018,3138.00,2985.00
12/November/2018,3139.00,2986.00
13/November/2018,3117.00,2968.00
14/November/2018,3096.00,2947.00
15/November/2018,3119.00,2970.00
16/November/2018,3106.00,2957.00
17/November/2018,3124.00,2975.00
18/November/2018,3124.00,2975.00
19/November/2018,3102.00,2957.00
20/November/2018,3105.00,2960.00
21/November/2018,3107.00,2962.00
22/November/2018,3100.00,2955.00
23/November/2018,3080.00,2935.00
24/November/2018,3079.00,2934.00
25/November/2018,3079.00,2934.00
26/November/2018,3077.00,2932.00
27/November/2018,3076.00,2931.00
28/November/2018,3055.00,2910.00
29/November/2018,3054.00,2909.00
30/November/2018,3047.00,2902.00
01/December/2018,3050.00,2905.00
02/December/2018,3050.00,2905.00
03/December/2018,3075.00,2930.00
04/December/2018,3098.00,2953.00
05/December/2018,3095.00,2949.00
06/December/2018,3116.00,2970.00
07/December/2018,3111.00,2965.00
08/December/2018,3156.00,3010.00
09/December/2018,3156.00,3010.00
10/December/2018,3150.00,3004.00
11/December/2018,3170.00,3024.00
12/December/2018,3170.00,3024.00
13/December/2018,3158.00,3012.00
14/December/2018,3150.00,3004.00
15/December/2018,3156.00,3010.00
16/December/2018,3156.00,3010.00
17/December/2018,3139.00,2993.00
18/December/2018,3132.00,2986.00
19/December/2018,3114.00,2968.00
20/December/2018,3108.00,2962.00
21/December/2018,3133.00,2987.00
22/December/2018,3125.00,2979.00
23/December/2018,3125.00,2979.00
24/December/2018,3133.00,2987.00
25/December/2018,3151.00,3005.00
26/December/2018,3153.00,3007.00
27/December/2018,3163.00,3017.00
28/December/2018,3162.00,3016.00
29/December/2018,3168.00,3022.00
30/December/2018,3168.00,3022.00
31/December/2018,3163.00,3017.00
01/January/2019,3167.00,3021.00
02/January/2019,3185.00,3039.00
03/January/2019,3198.00,3052.00
04/January/2019,3183.00,3037.00
05/January/2019,3170.00,3024.00
06/January/2019,3170.00,3024.00
07/January/2019,3190.00,3044.00
08/January/2019,3183.00,3037.00
09/January/2019,3197.00,3051.00
10/January/2019,3223.00,3076.00
11/January/2019,3219.00,3072.00
12/January/2019,3223.00,3076.00
13/January/2019,3223.00,3076.00
14/January/2019,3235.00,3088.00
15/January/2019,3238.00,3091.00
16/January/2019,3249.00,3102.00
17/January/2019,3258.00,3111.00
18/January/2019,3240.00,3093.00
19/January/2019,3238.00,3091.00
20/January/2019,3238.00,3091.00
21/January/2019,3227.00,3080.00
22/January/2019,3243.00,3096.00
23/January/2019,3244.00,3097.00
24/January/2019,3236.00,3089.00
25/January/2019,3239.00,3092.00
26/January/2019,3268.00,3121.00
27/January/2019,3268.00,3121.00
28/January/2019,3274.00,3127.00
29/January/2019,3292.00,3145.00
30/January/2019,3308.00,3161.00
31/January/2019,3320.00,3173.00
01/February/2019,3333.00,3186.00
02/February/2019,3341.00,3194.00
03/February/2019,3341.00,3194.00
04/February/2019,3328.00,3181.00
05/February/2019,3328.00,3181.00
06/February/2019,3329.00,3182.00
07/February/2019,3303.00,3156.00
08/February/2019,3297.00,3150.00
09/February/2019,3320.00,3173.00
10/February/2019,3320.00,3173.00
11/February/2019,3297.00,3150.00
12/February/2019,3292.00,3145.00
13/February/2019,3288.00,3141.00
14/February/2019,3292.00,3145.00
15/February/2019,3320.00,3173.00
16/February/2019,3337.00,3190.00
17/February/2019,3337.00,3190.00
18/February/2019,3343.00,3196.00
19/February/2019,3358.00,3211.00
20/February/2019,3373.00,3226.00
21/February/2019,3353.00,3206.00
22/February/2019,3336.00,3189.00
23/February/2019,3347.00,3200.00
24/February/2019,3347.00,3200.00
25/February/2019,3334.00,3187.00
26/February/2019,3329.00,3182.00
27/February/2019,3340.00,3193.00
28/February/2019,3330.00,3183.00
01/March/2019,3284.00,3137.00
02/March/2019,3269.00,3122.00
03/March/2019,3269.00,3122.00
04/March/2019,3255.00,3108.00
05/March/2019,3225.00,3078.00
06/March/2019,3227.00,3080.00
07/March/2019,3206.00,3059.00
08/March/2019,3219.00,3072.00
09/March/2019,3239.00,3092.00
10/March/2019,3239.00,3092.00
11/March/2019,3225.00,3077.00
12/March/2019,3208.00,3060.00
13/March/2019,3235.00,3087.00
14/March/2019,3220.00,3072.00
15/March/2019,3204.00,3056.00
16/March/2019,3207.00,3059.00
17/March/2019,3207.00,3059.00
18/March/2019,3184.00,3036.00
19/March/2019,3198.00,3050.00
20/March/2019,3187.00,3039.00
21/March/2019,3210.00,3062.00
22/March/2019,3209.00,3061.00
23/March/2019,3230.00,3082.00
24/March/2019,3230.00,3082.00
25/March/2019,3215.00,3067.00
26/March/2019,3212.00,3064.00
27/March/2019,3212.00,3064.00
28/March/2019,3197.00,3049.00
29/March/2019,3172.00,3025.00
30/March/2019,3195.00,3048.00
31/March/2019,3195.00,3048.00
01/April/2019,3181.00,3034.00
02/April/2019,3161.00,3014.00
03/April/2019,3149.00,3002.00
04/April/2019,3167.00,3020.00
05/April/2019,3175.00,3028.00
06/April/2019,3180.00,3033.00
07/April/2019,3180.00,3033.00
08/April/2019,3200.00,3053.00
09/April/2019,3203.00,3056.00
10/April/2019,3199.00,3052.00
11/April/2019,3190.00,3043.00
12/April/2019,3176.00,3029.00
13/April/2019,3179.00,3031.00
14/April/2019,3179.00,3031.00
15/April/2019,3164.00,3016.00
16/April/2019,3179.00,3031.00
17/April/2019,3168.00,3017.00
18/April/2019,3168.00,3017.00
19/April/2019,3163.00,3012.00
20/April/2019,3166.00,3015.00
21/April/2019,3166.00,3015.00
22/April/2019,3172.00,3021.00
23/April/2019,3168.00,3017.00
24/April/2019,3171.00,3020.00
25/April/2019,3193.00,3042.00
26/April/2019,3195.00,3044.00
27/April/2019,3206.00,3055.00
28/April/2019,3206.00,3055.00
29/April/2019,3199.00,3048.00
30/April/2019,3192.00,3041.00
01/May/2019,3189.00,3038.00
02/May/2019,3153.00,3002.00
03/May/2019,3143.00,2992.00
04/May/2019,3163.00,3012.00
05/May/2019,3163.00,3012.00
06/May/2019,3168.00,3017.00
07/May/2019,3173.00,3022.00
08/May/2019,3181.00,3030.00
09/May/2019,3191.00,3040.00
10/May/2019,3189.00,3038.00
11/May/2019,3203.00,3052.00
12/May/2019,3203.00,3052.00
13/May/2019,3205.00,3054.00
14/May/2019,3236.00,3085.00
15/May/2019,3230.00,3083.00
16/May/2019,3217.00,3070.00
17/May/2019,3205.00,3058.00
18/May/2019,3197.00,3050.00
19/May/2019,3197.00,3050.00
20/May/2019,3163.00,3016.00
21/May/2019,3167.00,3020.00
22/May/2019,3162.00,3015.00
23/May/2019,3176.00,3026.00
24/May/2019,3180.00,3030.00
25/May/2019,3181.00,3031.00
26/May/2019,3181.00,3031.00
27/May/2019,3187.00,3037.00
28/May/2019,3185.00,3035.00
29/May/2019,3197.00,3047.00
30/May/2019,3181.00,3031.00
31/May/2019,3212.00,3062.00
01/June/2019,3229.00,3079.00
02/June/2019,3229.00,3079.00
03/June/2019,3226.00,3076.00
04/June/2019,3250.00,3097.00
05/June/2019,3271.00,3116.00
06/June/2019,3278.00,3122.00
07/June/2019,3279.00,3123.00
08/June/2019,3298.00,3142.00
09/June/2019,3298.00,3142.00
10/June/2019,3267.00,3111.00
11/June/2019,3253.00,3097.00
12/June/2019,3275.00,3119.00
13/June/2019,3278.00,3122.00
14/June/2019,3317.00,3161.00
15/June/2019,3304.00,3148.00
16/June/2019,3304.00,3148.00
17/June/2019,3288.00,3132.00
18/June/2019,3301.00,3145.00
19/June/2019,3303.00,3147.00
